timestamp,user,src_ip,action,host
2025-06-02 16:04:55,svc_account,126.70.192.234,success,auth01
2025-06-03 01:30:17,svc_account,105.37.77.227,success,db01
2025-06-03 21:32:34,alice,171.147.201.222,success,server02
2025-06-03 10:15:10,bob,42.149.126.66,success,web01
2025-06-02 17:07:13,bob,185.220.101.1,failure,db01
2025-06-03 05:35:54,svc_account,45.33.32.156,failure,server01
2025-06-02 22:38:54,svc_account,25.113.254.164,failure,server02
2025-06-01 08:48:08,svc_account,54.92.231.226,success,auth01
2025-06-02 20:35:44,alice,1.140.246.232,success,server02
2025-06-03 21:49:17,root,65.173.226.147,success,server01
2025-06-01 05:03:20,eve,21.159.195.90,failure,db01
2025-06-03 11:00:21,bob,156.193.247.76,success,db01
2025-06-03 06:28:56,admin,63.224.161.43,success,auth01
2025-06-02 09:33:25,bob,119.132.154.252,failure,server01
2025-06-02 14:04:41,bob,60.71.249.219,failure,auth01
2025-06-03 04:37:30,alice,63.232.156.53,success,web01
2025-06-01 01:02:32,root,185.220.101.1,failure,auth01
2025-06-02 15:18:40,john,95.145.171.108,failure,server01
2025-06-03 16:59:41,eve,73.8.92.229,success,server02
2025-06-01 07:02:04,admin,71.31.134.133,success,server02
2025-06-02 00:28:14,alice,43.56.244.146,success,auth01
2025-06-03 23:17:42,eve,124.63.57.48,success,auth01
2025-06-02 14:42:44,svc_account,60.187.103.193,success,auth01
2025-06-03 12:15:14,root,60.71.249.219,success,server02
2025-06-03 11:29:47,john,21.159.195.90,success,server01
2025-06-01 22:39:28,john,140.181.197.20,success,server02
2025-06-03 06:25:07,svc_account,140.233.126.59,failure,db01
2025-06-01 05:00:58,svc_account,195.227.245.217,failure,server02
2025-06-02 20:01:32,bob,125.49.252.182,success,db01
2025-06-03 11:42:10,root,171.147.201.222,success,db01
2025-06-03 11:20:41,john,124.63.57.48,success,auth01
2025-06-02 02:12:02,bob,138.209.74.244,success,web01
2025-06-03 01:03:15,admin,109.154.8.198,success,server02
2025-06-03 11:18:53,alice,60.187.103.193,failure,auth01
2025-06-03 17:21:42,john,54.92.231.226,success,db01
2025-06-01 14:40:27,eve,105.37.77.227,success,db01
2025-06-01 15:20:39,admin,218.229.106.87,success,auth01
2025-06-01 22:30:16,admin,108.155.84.64,success,web01
2025-06-03 04:29:26,eve,108.155.84.64,success,server02
2025-06-02 09:43:29,svc_account,21.159.195.90,success,server01
2025-06-02 15:31:02,admin,124.63.57.48,success,db01
2025-06-02 08:00:46,root,25.113.254.164,success,web01
2025-06-01 19:37:11,admin,119.132.154.252,success,server01
2025-06-02 13:07:17,eve,158.8.216.3,success,web01
2025-06-01 08:07:34,svc_account,110.232.230.23,success,server02
2025-06-02 20:58:27,john,28.206.85.208,failure,auth01
2025-06-03 09:13:56,admin,140.233.126.59,success,server02
2025-06-03 12:54:58,john,42.149.126.66,success,server02
2025-06-01 15:03:42,svc_account,1.140.246.232,success,web01
2025-06-02 08:36:38,bob,42.149.126.66,success,server01
2025-06-03 07:01:21,svc_account,42.149.126.66,success,auth01
2025-06-01 05:22:26,alice,113.41.73.202,success,web01
2025-06-01 21:07:59,alice,214.67.156.114,success,auth01
2025-06-01 14:43:10,root,32.43.148.97,failure,web01
2025-06-03 18:25:13,svc_account,65.140.12.225,success,web01
2025-06-02 01:36:04,john,48.204.31.144,success,db01
2025-06-02 07:48:00,bob,132.144.78.138,success,web01
2025-06-02 07:19:54,bob,221.177.82.55,success,web01
2025-06-01 16:08:32,eve,113.41.73.202,success,server01
2025-06-01 18:50:23,john,150.99.179.102,success,server01
2025-06-01 04:37:56,admin,109.154.8.198,success,server02
2025-06-03 10:24:54,admin,171.147.201.222,success,web01
2025-06-02 19:13:39,svc_account,73.8.92.229,success,server02
2025-06-01 10:43:53,root,65.173.226.147,failure,server01
2025-06-01 10:04:05,bob,28.206.85.208,success,db01
2025-06-02 16:10:08,svc_account,65.140.12.225,failure,web01
2025-06-03 06:59:42,alice,171.147.201.222,failure,server02
2025-06-01 10:13:48,bob,21.78.151.69,success,web01
2025-06-03 17:21:30,eve,154.38.97.14,success,db01
2025-06-03 01:49:20,admin,1.140.246.232,success,db01
2025-06-02 21:35:15,eve,221.177.82.55,success,server02
2025-06-03 14:01:26,alice,21.78.151.69,success,auth01
2025-06-01 14:09:00,svc_account,140.181.197.20,success,server01
2025-06-01 02:10:17,alice,150.99.179.102,success,server02
2025-06-03 17:38:35,admin,60.187.103.193,success,server01
2025-06-01 14:43:17,alice,185.220.101.1,failure,server02
2025-06-02 05:22:44,eve,95.145.171.108,success,server02
2025-06-03 20:25:22,alice,196.24.212.179,success,web01
2025-06-01 01:49:57,root,158.8.216.3,success,server02
2025-06-03 17:17:11,bob,43.56.244.146,success,web01
2025-06-02 23:07:10,alice,150.99.179.102,success,db01
2025-06-03 17:06:46,john,156.193.247.76,success,server02
2025-06-02 01:21:02,admin,126.70.192.234,success,web01
2025-06-03 19:41:32,alice,25.113.254.164,failure,auth01
2025-06-02 02:26:50,eve,73.8.92.229,success,web01
2025-06-03 14:13:55,root,214.67.156.114,success,auth01
2025-06-02 07:20:59,john,154.38.97.14,success,web01
2025-06-02 22:57:39,svc_account,164.176.58.38,success,web01
2025-06-02 13:27:12,eve,63.232.156.53,success,auth01
2025-06-02 19:58:21,bob,43.56.244.146,success,auth01
2025-06-03 10:56:06,admin,1.140.246.232,success,web01
2025-06-03 08:12:26,root,103.86.96.100,failure,auth01
2025-06-01 02:22:38,bob,65.140.12.225,success,db01
2025-06-01 20:42:06,eve,164.176.58.38,success,server01
2025-06-01 15:42:54,admin,126.70.192.234,success,server02
2025-06-03 22:41:51,root,21.159.195.90,success,db01
2025-06-01 03:10:07,john,48.204.31.144,success,server02
2025-06-03 15:44:14,eve,73.8.92.229,success,web01
2025-06-03 16:33:58,bob,126.10.238.161,success,db01
2025-06-03 12:14:36,root,176.215.154.253,success,db01
2025-06-01 20:24:06,john,154.38.97.14,success,web01
2025-06-02 07:58:29,john,101.45.63.238,success,server02
2025-06-03 18:15:22,root,25.113.254.164,failure,db01
2025-06-03 15:50:51,svc_account,164.176.58.38,success,db01
2025-06-01 09:01:28,alice,110.232.230.23,success,server02
2025-06-02 05:14:08,eve,28.206.85.208,success,db01
2025-06-01 19:22:26,bob,140.233.126.59,failure,web01
2025-06-02 00:07:07,svc_account,171.147.201.222,success,server02
2025-06-03 09:32:11,root,71.31.134.133,success,server01
2025-06-03 01:28:57,admin,113.41.73.202,success,web01
2025-06-03 11:51:13,alice,54.92.231.226,success,web01
2025-06-02 14:35:39,john,103.86.96.100,failure,auth01
2025-06-03 07:44:35,svc_account,196.24.212.179,success,server02
2025-06-02 07:51:41,root,218.229.106.87,success,server01
2025-06-01 23:37:38,bob,21.159.195.90,success,db01
2025-06-02 19:14:20,alice,103.86.96.100,failure,auth01
2025-06-03 20:15:45,bob,113.41.73.202,success,db01
2025-06-02 23:03:23,admin,63.224.161.43,success,server01
2025-06-02 11:17:29,svc_account,176.215.154.253,success,auth01
2025-06-01 15:19:15,admin,21.78.151.69,success,db01
2025-06-02 09:07:36,eve,71.31.134.133,success,web01
2025-06-01 08:25:31,admin,28.206.85.208,success,web01
2025-06-03 00:45:10,eve,132.144.78.138,failure,auth01
2025-06-03 11:12:48,root,140.181.197.20,success,auth01
2025-06-03 04:02:50,john,32.43.148.97,success,web01
2025-06-02 11:22:49,eve,54.92.231.226,success,server01
2025-06-01 02:30:26,eve,65.173.226.147,success,server01
2025-06-02 19:47:11,alice,96.156.46.218,success,server01
2025-06-03 18:39:50,bob,96.156.46.218,success,db01
2025-06-03 03:40:50,bob,103.86.96.100,failure,db01
2025-06-03 09:57:49,john,126.70.192.234,success,auth01
2025-06-02 23:53:33,admin,164.176.58.38,success,db01
2025-06-01 20:36:03,svc_account,132.144.78.138,success,server01
2025-06-03 04:04:54,alice,105.37.77.227,failure,server01
2025-06-02 09:17:37,eve,150.99.179.102,success,db01
2025-06-02 05:14:29,svc_account,63.232.156.53,success,server02
2025-06-02 22:40:57,admin,25.113.254.164,success,server01
2025-06-01 01:59:06,root,125.49.252.182,success,auth01
2025-06-01 23:22:08,alice,10.32.62.198,success,server01
2025-06-02 09:33:59,alice,113.41.73.202,success,web01
2025-06-01 11:28:45,john,119.132.154.252,failure,web01
2025-06-02 05:27:19,svc_account,60.187.103.193,success,auth01
2025-06-03 20:14:17,root,154.38.97.14,success,db01
2025-06-02 09:35:47,bob,101.45.63.238,failure,server01
2025-06-01 10:47:58,alice,185.220.101.1,failure,web01
2025-06-02 18:01:19,eve,154.38.97.14,success,web01
2025-06-03 03:49:39,john,95.145.171.108,success,auth01
2025-06-02 05:01:39,bob,108.155.84.64,failure,db01
2025-06-03 07:21:58,admin,65.140.12.225,success,server01
2025-06-01 21:19:14,eve,60.187.103.193,success,auth01
2025-06-02 05:21:21,svc_account,1.140.246.232,failure,auth01
2025-06-02 01:53:22,root,42.149.126.66,success,auth01
2025-06-03 14:35:55,john,108.193.149.131,success,web01
2025-06-03 07:58:12,john,110.232.230.23,success,server02
2025-06-02 02:25:18,root,28.206.85.208,success,db01
2025-06-01 06:01:34,alice,60.71.249.219,success,auth01
2025-06-02 00:43:09,bob,125.49.252.182,failure,server01
2025-06-02 22:44:33,alice,32.43.148.97,success,server02
2025-06-03 20:35:05,alice,126.70.192.234,success,auth01
2025-06-01 11:20:04,alice,108.193.149.131,success,server01
2025-06-02 16:43:02,john,171.147.201.222,success,server02
2025-06-02 22:34:45,root,113.41.73.202,success,auth01
2025-06-02 11:48:07,john,96.156.46.218,success,web01
2025-06-02 14:59:58,root,54.92.231.226,success,server02
2025-06-01 00:24:17,admin,45.33.32.156,failure,auth01
2025-06-02 04:01:24,alice,21.159.195.90,failure,server02
2025-06-01 16:39:59,svc_account,1.140.246.232,success,auth01
2025-06-03 16:56:20,root,21.78.151.69,success,db01
2025-06-01 04:02:09,bob,65.173.226.147,success,server01
2025-06-03 19:54:09,alice,28.206.85.208,success,server02
2025-06-02 10:41:49,svc_account,60.71.249.219,success,server02
2025-06-01 08:18:37,root,218.229.106.87,success,auth01
2025-06-01 20:56:20,john,124.63.57.48,success,server01
2025-06-03 00:16:32,admin,138.209.74.244,success,db01
2025-06-01 03:19:52,admin,140.233.126.59,failure,server02
2025-06-03 04:19:17,eve,43.56.244.146,success,web01
2025-06-03 22:38:40,bob,138.209.74.244,success,server01
2025-06-01 23:30:40,eve,214.67.156.114,success,web01
2025-06-03 19:07:41,svc_account,28.206.85.208,success,web01
2025-06-02 17:57:19,eve,10.32.62.198,success,auth01
2025-06-03 23:03:43,root,171.147.201.222,success,web01
2025-06-03 18:19:08,eve,108.155.84.64,success,server02
2025-06-01 04:15:53,alice,65.140.12.225,success,auth01
2025-06-02 20:57:21,admin,185.220.101.1,failure,server02
2025-06-02 20:28:20,eve,176.215.154.253,success,web01
2025-06-02 06:34:17,root,65.173.226.147,success,server01
2025-06-03 23:36:17,alice,132.144.78.138,success,db01
2025-06-03 12:03:23,eve,65.140.12.225,success,auth01
2025-06-03 15:47:02,alice,60.71.249.219,success,server02
2025-06-03 10:03:51,admin,28.206.85.208,success,web01
2025-06-02 10:15:44,root,21.159.195.90,success,web01
2025-06-03 19:20:37,eve,105.37.77.227,success,db01
2025-06-01 07:58:07,root,185.220.101.1,failure,server02
2025-06-02 21:21:52,john,126.70.192.234,success,server02
2025-06-02 02:55:59,root,101.45.63.238,success,web01
2025-06-02 17:04:36,svc_account,32.43.148.97,success,server01
2025-06-01 05:58:47,john,164.176.58.38,success,db01
2025-06-01 22:52:53,admin,65.140.12.225,failure,server02
2025-06-01 18:15:36,svc_account,141.1.172.215,failure,db01
2025-06-02 23:07:24,bob,96.156.46.218,success,db01
2025-06-02 19:21:49,alice,48.204.31.144,failure,auth01
2025-06-01 06:22:29,bob,54.92.231.226,success,web01
2025-06-01 15:19:24,john,60.187.103.193,success,web01
2025-06-03 12:31:17,root,113.41.73.202,success,server02
2025-06-02 19:17:04,bob,110.232.230.23,success,auth01
2025-06-03 03:58:23,root,150.99.179.102,success,server02
2025-06-01 16:14:12,root,113.41.73.202,success,server02
2025-06-01 15:54:23,admin,32.43.148.97,failure,web01
2025-06-03 11:48:43,admin,71.31.134.133,success,db01
2025-06-01 21:23:26,svc_account,141.1.172.215,success,db01
2025-06-01 16:59:49,root,63.224.161.43,success,web01
2025-06-01 18:59:30,admin,141.1.172.215,success,db01
2025-06-03 21:47:55,bob,126.70.192.234,success,auth01
2025-06-02 03:24:38,alice,60.187.103.193,success,server01
2025-06-01 17:21:52,eve,63.232.156.53,success,server01
2025-06-01 18:15:54,bob,71.31.134.133,failure,db01
2025-06-01 00:58:28,admin,195.227.245.217,failure,server01
2025-06-02 14:27:47,root,221.177.82.55,success,web01
2025-06-03 17:43:22,admin,108.193.149.131,success,server01
2025-06-03 05:09:08,john,63.232.156.53,success,db01
2025-06-01 12:10:01,svc_account,125.49.252.182,success,auth01
2025-06-03 17:53:56,root,214.67.156.114,success,server02
2025-06-02 15:43:32,root,21.159.195.90,success,db01
2025-06-01 00:07:19,root,140.181.197.20,success,server01
2025-06-02 14:25:20,john,176.215.154.253,success,server02
2025-06-01 16:23:26,john,119.132.154.252,success,web01
2025-06-01 09:03:54,john,60.71.249.219,success,server01
2025-06-01 13:17:12,john,198.51.100.23,failure,server01
2025-06-01 19:18:23,john,65.140.12.225,failure,auth01
2025-06-01 07:22:24,svc_account,140.233.126.59,success,db01
2025-06-02 02:51:50,admin,164.176.58.38,success,auth01
2025-06-01 05:39:27,bob,1.140.246.232,success,db01
2025-06-01 04:03:17,svc_account,141.1.172.215,success,web01
2025-06-03 15:23:46,bob,158.8.216.3,success,db01
2025-06-02 04:00:06,svc_account,28.206.85.208,success,server02
2025-06-03 23:01:40,svc_account,196.24.212.179,success,server01
2025-06-01 17:48:49,alice,138.209.74.244,success,server02
2025-06-01 04:39:12,john,141.1.172.215,success,auth01
2025-06-01 10:38:50,alice,71.31.134.133,success,auth01
2025-06-02 22:14:32,admin,156.193.247.76,failure,web01
2025-06-01 07:33:00,admin,140.233.126.59,failure,auth01
2025-06-02 09:15:12,admin,45.33.32.156,failure,server01
2025-06-03 17:43:07,alice,25.113.254.164,success,server01
2025-06-03 18:43:15,john,110.232.230.23,success,auth01
2025-06-03 07:51:14,svc_account,109.154.8.198,success,server02
2025-06-02 08:07:41,admin,125.49.252.182,success,auth01
2025-06-01 01:24:24,eve,63.232.156.53,success,web01
2025-06-01 15:36:31,alice,45.33.32.156,failure,auth01
2025-06-02 21:06:46,admin,54.92.231.226,success,auth01
2025-06-03 17:54:41,eve,126.70.192.234,success,web01
2025-06-02 02:19:59,john,110.232.230.23,success,server02
2025-06-02 01:38:00,bob,48.204.31.144,success,db01
2025-06-01 10:20:12,eve,71.31.134.133,success,server01
2025-06-01 05:45:36,bob,113.41.73.202,success,db01
2025-06-03 14:50:42,alice,113.41.73.202,success,server02
2025-06-02 02:29:27,john,63.224.161.43,success,db01
2025-06-02 10:35:48,john,21.159.195.90,success,auth01
2025-06-03 21:06:02,svc_account,103.86.96.100,failure,server02
2025-06-01 22:30:55,admin,73.8.92.229,success,web01
2025-06-01 18:21:40,svc_account,140.233.126.59,success,auth01
2025-06-02 22:03:22,eve,113.41.73.202,success,server02
2025-06-03 23:14:28,john,171.147.201.222,success,server01
2025-06-02 16:39:16,alice,60.71.249.219,success,server01
2025-06-02 18:58:43,bob,158.8.216.3,success,db01
2025-06-01 03:47:37,admin,156.193.247.76,success,db01
2025-06-01 23:16:13,bob,156.193.247.76,success,web01
2025-06-01 14:06:24,alice,141.1.172.215,success,server01
2025-06-02 17:59:10,eve,108.193.149.131,success,db01
2025-06-03 19:33:17,svc_account,195.227.245.217,success,server02
2025-06-01 01:02:55,alice,126.10.238.161,success,server01
2025-06-02 09:15:15,eve,214.67.156.114,success,auth01
2025-06-03 18:02:14,admin,63.232.156.53,success,web01
2025-06-03 17:33:05,john,1.140.246.232,success,db01
2025-06-01 06:38:15,svc_account,119.132.154.252,success,auth01
2025-06-01 10:19:34,eve,140.181.197.20,success,db01
2025-06-02 20:22:49,svc_account,132.144.78.138,success,server02
2025-06-02 07:45:54,john,45.33.32.156,failure,server02
2025-06-03 13:40:01,alice,43.56.244.146,success,auth01
2025-06-02 02:01:37,alice,10.32.62.198,success,server01
2025-06-02 13:24:04,root,138.209.74.244,success,auth01
2025-06-02 18:02:45,john,60.187.103.193,success,db01
2025-06-01 03:09:35,admin,1.140.246.232,success,server01
2025-06-02 08:53:44,bob,164.176.58.38,success,server01
2025-06-01 13:54:36,eve,198.51.100.23,failure,db01
2025-06-01 16:06:12,john,60.187.103.193,success,server01
2025-06-02 04:24:09,root,132.144.78.138,success,db01
2025-06-02 18:29:49,root,176.215.154.253,success,db01
2025-06-03 14:13:00,john,105.37.77.227,success,db01
2025-06-03 08:34:08,bob,185.220.101.1,failure,web01
2025-06-02 14:44:59,eve,28.206.85.208,success,db01
2025-06-02 09:37:47,john,126.10.238.161,success,auth01
2025-06-03 11:59:16,eve,48.204.31.144,success,server02
2025-06-02 15:42:36,eve,113.41.73.202,failure,server01
2025-06-02 05:28:28,root,95.145.171.108,success,db01
2025-06-02 00:34:45,admin,65.173.226.147,success,db01
2025-06-01 00:00:31,admin,176.215.154.253,success,server01
2025-06-02 22:03:19,john,156.193.247.76,success,server02
2025-06-03 19:29:03,eve,65.140.12.225,success,server02
2025-06-01 08:30:29,john,25.113.254.164,success,auth01
2025-06-01 07:56:19,admin,140.233.126.59,failure,web01
2025-06-01 13:49:34,alice,132.144.78.138,success,server01
2025-06-01 13:32:25,svc_account,32.43.148.97,success,server01
2025-06-03 15:58:13,alice,164.176.58.38,success,auth01
2025-06-03 13:50:14,bob,214.67.156.114,success,auth01
2025-06-02 23:11:53,admin,126.10.238.161,success,auth01
2025-06-01 05:50:42,root,158.8.216.3,success,server01
2025-06-01 23:13:02,svc_account,113.41.73.202,failure,db01
2025-06-03 14:39:47,root,126.10.238.161,success,server01
2025-06-02 13:26:08,john,140.233.126.59,success,server01
2025-06-01 12:02:24,bob,113.41.73.202,success,server02
2025-06-02 18:58:03,bob,185.220.101.1,failure,db01
2025-06-01 13:53:02,admin,60.71.249.219,success,server01
2025-06-02 13:44:51,svc_account,65.173.226.147,success,web01
2025-06-01 05:45:17,alice,158.8.216.3,success,auth01
2025-06-01 17:53:30,eve,28.206.85.208,success,server01
2025-06-02 02:55:28,eve,43.56.244.146,success,web01
2025-06-02 02:03:44,svc_account,113.41.73.202,success,server01
2025-06-01 03:36:56,eve,60.71.249.219,success,web01
2025-06-01 07:12:09,eve,21.78.151.69,success,server01
2025-06-02 02:40:11,svc_account,141.1.172.215,success,server02
2025-06-02 09:54:24,eve,150.99.179.102,success,server02
2025-06-02 17:43:20,eve,48.204.31.144,success,server02
2025-06-03 05:05:01,root,60.187.103.193,failure,server01
2025-06-02 10:08:10,eve,21.159.195.90,success,server02
2025-06-01 13:45:35,bob,150.99.179.102,failure,db01
2025-06-02 12:06:18,john,110.232.230.23,success,auth01
2025-06-02 12:58:26,bob,150.99.179.102,success,server01
2025-06-02 16:56:39,bob,108.193.149.131,success,server02
2025-06-03 01:24:44,admin,105.37.77.227,success,server01
2025-06-03 15:16:32,root,32.43.148.97,success,server01
2025-06-02 23:05:03,svc_account,108.193.149.131,success,server02
2025-06-01 23:31:06,svc_account,126.10.238.161,success,web01
2025-06-02 22:05:59,alice,32.43.148.97,success,auth01
2025-06-02 02:20:12,svc_account,96.156.46.218,success,web01
2025-06-01 00:14:22,bob,198.51.100.23,failure,server02
2025-06-03 16:25:49,alice,21.159.195.90,success,server02
2025-06-01 05:08:53,alice,42.149.126.66,success,db01
2025-06-03 07:10:36,eve,48.204.31.144,success,server01
2025-06-02 16:42:55,alice,73.8.92.229,success,server02
2025-06-01 11:01:36,alice,132.144.78.138,success,server01
2025-06-01 23:18:09,admin,95.145.171.108,success,server02
2025-06-03 21:25:40,bob,63.224.161.43,success,db01
2025-06-01 03:44:23,admin,141.1.172.215,success,db01
2025-06-02 20:27:53,admin,73.8.92.229,success,server02
2025-06-01 11:16:33,eve,214.67.156.114,success,server02
2025-06-02 06:39:17,eve,65.140.12.225,success,auth01
2025-06-01 20:26:54,alice,156.193.247.76,success,server02
2025-06-02 02:14:02,bob,140.181.197.20,failure,server01
2025-06-03 02:59:28,admin,48.204.31.144,success,server01
2025-06-02 22:25:42,svc_account,25.113.254.164,success,web01
2025-06-02 11:44:51,svc_account,65.140.12.225,success,auth01
2025-06-01 12:02:06,john,60.187.103.193,success,auth01
2025-06-03 23:25:12,eve,25.113.254.164,failure,server02
2025-06-02 22:20:01,svc_account,176.215.154.253,success,server02
2025-06-03 10:37:16,bob,164.176.58.38,failure,server02
2025-06-02 11:33:35,admin,119.132.154.252,success,server01
2025-06-02 11:36:19,alice,73.8.92.229,failure,server01
2025-06-01 05:25:22,john,28.206.85.208,success,server02
2025-06-02 02:58:09,root,48.204.31.144,failure,auth01
2025-06-02 02:24:27,bob,158.8.216.3,success,server02
2025-06-03 23:18:45,admin,21.159.195.90,success,db01
2025-06-01 01:15:39,root,124.63.57.48,success,db01
2025-06-02 09:16:39,root,101.45.63.238,success,web01
2025-06-03 20:53:17,svc_account,138.209.74.244,success,db01
2025-06-02 01:01:52,alice,113.41.73.202,success,server02
2025-06-02 13:16:55,eve,43.56.244.146,failure,server01
2025-06-02 04:00:08,eve,126.10.238.161,success,db01
2025-06-03 16:26:10,root,196.24.212.179,success,web01
2025-06-02 18:08:56,john,110.232.230.23,success,web01
2025-06-01 13:36:41,svc_account,108.193.149.131,success,db01
2025-06-02 09:04:33,alice,218.229.106.87,failure,server02
2025-06-03 19:22:21,eve,221.177.82.55,success,auth01
2025-06-03 15:26:23,alice,65.173.226.147,success,server02
2025-06-01 02:44:51,alice,42.149.126.66,success,web01
2025-06-03 15:46:16,john,110.232.230.23,success,db01
2025-06-03 09:26:46,root,28.206.85.208,success,db01
2025-06-01 06:42:34,alice,65.140.12.225,success,web01
2025-06-03 15:14:35,john,43.56.244.146,success,server02
2025-06-02 14:07:00,eve,42.149.126.66,success,server02
2025-06-01 15:55:02,bob,42.149.126.66,success,db01
2025-06-02 01:51:43,svc_account,105.37.77.227,success,web01
2025-06-02 12:31:16,admin,10.32.62.198,success,web01
2025-06-03 21:26:36,john,185.220.101.1,failure,server02
2025-06-03 17:53:33,admin,54.92.231.226,failure,server02
2025-06-02 05:26:48,admin,63.232.156.53,success,server01
2025-06-02 06:15:54,svc_account,65.140.12.225,success,web01
2025-06-02 03:02:30,root,105.37.77.227,success,server01
2025-06-03 13:30:33,john,101.45.63.238,success,db01
2025-06-02 04:17:07,root,214.67.156.114,success,db01
2025-06-02 15:24:34,root,195.227.245.217,success,web01
2025-06-02 23:19:41,eve,196.24.212.179,failure,server01
2025-06-01 19:11:52,svc_account,43.56.244.146,success,server02
2025-06-01 10:04:26,bob,109.154.8.198,success,server02
2025-06-02 04:27:55,alice,21.78.151.69,failure,web01
2025-06-02 04:28:11,admin,140.233.126.59,success,web01
2025-06-01 04:57:24,eve,105.37.77.227,success,server02
2025-06-03 19:22:17,alice,63.232.156.53,failure,auth01
2025-06-02 14:41:55,admin,25.113.254.164,success,auth01
2025-06-01 16:55:46,admin,95.145.171.108,failure,auth01
2025-06-03 23:22:24,admin,125.49.252.182,success,server01
2025-06-02 00:03:41,eve,132.144.78.138,success,server01
2025-06-01 23:21:39,bob,195.227.245.217,failure,server02
2025-06-02 00:34:52,svc_account,63.224.161.43,success,web01
2025-06-01 16:19:27,john,60.187.103.193,failure,server01
2025-06-01 10:49:34,eve,156.193.247.76,success,db01
2025-06-03 16:37:35,alice,32.43.148.97,success,db01
2025-06-03 02:30:41,eve,103.86.96.100,failure,server02
2025-06-01 04:57:01,bob,65.173.226.147,success,auth01
2025-06-01 07:54:09,alice,43.56.244.146,success,db01
